EEG,Label
-15.246513316958328,AW
-11.497741699926337,AW
-5.685546107788198,AW
-7.3718457406749,AW
-15.224311746083373,AW
-0.8398500594099971,AW
-0.5742044692243553,AW
2.7541211315734984,AW
0.6472614419227085,AW
15.165698831504102,AW
4.693973245677,AW
12.622393182845698,AW
1.1609528958227031,AW
-2.502085020738619,AW
-4.617734088605502,AW
0.7565250918242441,AW
-11.820844688611302,AW
12.1049754546722,AW
1.018611886320528,AW
1.5424423691142692,AW
3.4475016810297774,AW
3.716372400655189,AW
12.262820544485521,AW
13.017124959052971,AW
13.040920532044048,AW
4.69489857050894,AW
6.233628398193758,AW
13.023824294905765,AW
3.8860173868960217,AW
0.4808272344938942,AW
1.2993769324399054,AW
3.4565017757606498,AW
-3.1918353722359214,AW
-11.388078793888397,AW
-13.464374684523996,AW
-5.619051915178623,AW
0.14420365440196292,AW
0.31414696520275953,AW
11.529050822070008,AW
0.5964816501303858,AW
5.099048497773687,AW
-3.632893435888967,AW
3.530339752163478,AW
-7.010700476282523,AW
-9.706385481147102,AW
-6.7367641923966275,AW
-14.301002934292754,AW
-3.8107719112466008,AW
-4.484755203006152,AW
-3.2953518645538153,AW
7.328307474889092,AW
0.13389505815862535,AW
4.466365238691861,AW
11.233892786368337,AW
8.080584252762355,AW
4.528372583030108,AW
2.8432273983065635,AW
3.2194030038961317,AW
7.6685687309561485,AW
-7.4523772995926265,AW
-7.335901922978442,AW
6.810677080140577,AW
1.2408616804712924,AW
1.6022354247580033,AW
1.5391289546459284,AW
-0.48673090345566905,AW
11.128609668932803,AW
2.8924518030079156,AW
12.300484883954006,AW
9.495996942165297,AW
8.76518392073883,AW
16.134114881206234,AW
8.97950027595647,AW
-3.989981798256945,AW
-10.078165034815633,AW
-6.416971969289509,AW
-21.247695203798376,AW
-30.719381957856868,AW
-27.61940547951159,AW
-14.265819900148884,AW
-19.7482213850579,AW
-8.744898014236192,AW
1.2289269437953863,AW
-8.536411122202678,AW
2.3320566353241734,AW
1.3539112153230524,AW
5.289726911119057,AW
-1.2125291961516216,AW
-2.230806714693401,AW
5.55856335863049,AW
-6.525098256822033,AW
-3.2284124723114296,AW
9.686316228849034,AW
3.89136268648026,AW
1.6969442230867777,AW
6.228380892025806,AW
7.646790091166652,AW
1.076267515171681,AW
3.1979575212076092,AW
11.242952211487513,AW
-3.513690051544838,AW
-4.366429637285961,AW
-1.4820010787609554,AW
4.35319855353935,AW
8.694178033196248,AW
-1.5937607939421845,AW
4.416264925998927,AW
3.9118821969631163,AW
13.0126820612453,AW
3.6329487642010316,AW
9.151028314566721,AW
-5.9662036315357785,AW
5.799231390422214,AW
-6.769011021727145,AW
-14.594012724670716,AW
-7.766280056373784,AW
-8.988430981129547,AW
-5.215436534417684,AW
-1.8401511831414084,AW
-10.471117821369653,AW
-3.3310401903414792,AW
2.044725074267234,AW
7.745496891588244,AW
1.5894963738689896,AW
6.277483645934846,AW
6.854493733348006,AW
1.914963746176448,AW
10.5525551960402,AW
-3.516560047815858,AW
-5.086542680935416,AW
5.939641367830404,AW
10.59760477322564,AW
10.218549736107676,AW
7.406307181544474,AW
4.530408608005104,AW
1.7178260000897652,AW
3.329925141269296,AW
1.3171912066387534,AW
12.151843270700816,AW
3.04765521339268,AW
2.2750597048587977,AW
0.9273450240296839,AW
-0.8561408342823071,AW
5.592496090538312,AW
1.6636044054687673,AW
4.077995212634768,AW
-4.491903542237196,AW
-2.640274197774069,AW
8.059978212287312,AW
-1.406506868464966,AW
-3.6199126516539195,AW
2.98852948265079,AW
15.533221605512871,AW
9.804546763437514,AW
-0.9137525172246512,AW
-3.335667682389179,AW
-3.3665254888202583,AW
1.7072360087022247,AW
12.237892502207792,AW
9.650670771665261,AW
3.9948632649605322,AW
11.261200230107175,AW
6.11242260309629,AW
1.0725170708394751,AW
-8.43061287304096,AW
-21.62424881666308,AW
-12.106394000019918,AW
-19.871581804873646,AW
-23.549286292290397,AW
-27.904950959057743,AW
-10.25172136656953,AW
-14.219956208091574,AW
-12.581156380485908,AW
-0.9732831805194344,AW
-1.2750456398181829,AW
-7.376959923890935,AW
7.652350933414745,AW
0.45484756951710636,AW
-6.573966402167926,AW
-4.989100296806008,AW
-5.048532740480752,AW
-8.86467320911757,AW
1.0452800508738633,AW
-6.5397673553461,AW
0.007679014860840994,AW
-20.63155674552102,AW
3.3843458805701445,AW
-0.3305095622047247,AW
6.075460881561767,AW
8.509497913818393,AW
8.253761372732662,AW
3.8834945522864146,AW
3.481766851152287,AW
3.2987646677427094,AW
4.054262639699807,AW
-3.1675904555687424,AW
-5.881134100351289,AW
-9.518194693911099,AW
-5.150613817274106,AW
-14.11313602322668,AW
-10.07330544901685,AW
-6.695628976711042,AW
-9.248271281361099,AW
-10.951430847246044,AW
5.932254551474955,AW
-2.88646861085077,AW
-3.104062015879393,AW
3.4956695808070037,AW
-4.891236098995989,AW
8.073233437785376,AW
1.8248021477463254,AW
3.9958331004003895,AW
4.408121752018388,AW
9.311193909773706,AW
8.268173791057393,AW
3.991353519133895,AW
0.22928032188380598,AW
-0.8435700209789729,AW
13.115850326988209,AW
16.31472280886399,AW
10.672360739704857,AW
13.769918754931126,AW
9.151238436023647,AW
9.324609032977094,AW
-6.584288709456928,AW
5.872511193326744,AW
5.522900728403471,AW
10.485376368392963,AW
14.382430563762995,AW
6.105723059019255,AW
4.481478734164,AW
5.834125717582879,AW
0.2459283055954984,AW
3.2103363138255645,AW
7.827456694048976,AW
7.291474572537481,AW
2.221384271946647,AW
4.737689407998289,AW
2.6885504151177884,AW
1.278918825672406,AW
8.555827708207573,AW
8.902431762635473,AW
-1.8578325059082061,AW
-1.0974066740881767,AW
-2.313360134451486,AW
-4.60255220533783,AW
5.112265632493973,AW
-13.148584259457422,AW
-9.660562649459095,AW
-14.493275742882304,AW
-2.8685098794916684,AW
-9.976545238605027,AW
5.2520738434073735,AW
-9.67656154367269,AW
-5.889658392123593,AW
3.839051104470272,AW
-0.7651921716461345,AW
-3.923605646736803,AW
3.8085384071480917,AW
6.259956267415461,AW
5.3641547370673806,AW
-1.7706017911885823,AW
0.40427852797770925,AW
7.0362708615246135,AW
7.9220597607874055,AW
10.450180101389833,AW
-0.5120754998523722,AW
4.864859649826855,AW
4.055349755947788,AW
0.46254058779480545,AW
3.5559161442019303,AW
-9.335994742594707,AW
-5.127003360598479,AW
1.480670542166905,AW
-8.14588589546824,AW
-6.610336360531605,AW
-10.32623126007799,AW
-2.156111109987066,AW
11.848953988013747,AW
-6.441162936383336,AW
-0.9777204752650022,AW
-1.2268334547782587,AW
-2.2148103519131013,AW
1.524661806588469,AW
-6.399108476539979,AW
10.562929347977885,AW
5.89132115855584,AW
-1.4156994398821467,AW
-4.76115903316753,AW
4.527849415443512,AW
-12.97419581637547,AW
4.735904502220322,AW
14.57230339991834,AW
3.1514293908388993,AW
-1.1041202913312418,AW
-9.547460074092925,AW
-16.675794263625193,AW
-32.73868552175094,AW
-21.64212382272903,AW
-15.905756199188929,AW
-19.431027595550553,AW
-6.23727845422944,AW
-13.97025807530856,AW
-4.133230416067413,AW
-11.185814266580369,AW
-3.350695517589209,AW
-10.764942708590336,AW
-3.36246990868559,AW
-9.227535949637847,AW
-12.716014659074013,AW
-5.450948740667869,AW
-3.059162200442458,AW
6.276962538977735,AW
-0.972407462685851,AW
8.417541606187584,AW
9.726011705305694,AW
3.7131211976331286,AW
6.37442664417766,AW
19.08071266871539,AW
0.3895302572049886,AW
0.46670701986817065,AW
0.7959776293935832,AW
-2.4372946304429313,AW
1.304535126488311,AW
13.190543427878808,AW
9.299182313300271,AW
7.858965495609432,AW
10.734275522208478,AW
9.755552925874028,AW
10.139501552507184,AW
11.754939290173041,AW
2.5535251492485003,AW
12.433106023046562,AW
10.186215400896003,AW
5.648613328567691,AW
2.84404531888368,AW
-7.350095524001873,AW
-0.08980154920623562,AW
-1.532516616789092,AW
9.029707456685486,AW
-6.367625760270904,AW
-3.6039864998026943,AW
-2.400708732172845,AW
3.2121257508032954,AW
10.780787520443297,AW
8.949578297747763,AW
9.684777272781645,AW
6.317122160098869,AW
4.9567669444211475,AW
1.1455864414141956,AW
-6.071117385755304,AW
-2.7321882051898356,AW
-3.1903066092343018,AW
-5.931576813950837,AW
-7.81408542783457,AW
11.301999544578727,AW
12.423514311158193,AW
1.013121463327444,AW
0.6855314195614071,AW
-0.9958905010570334,AW
4.642123166535242,AW
2.3137159489368955,AW
-4.9411445851457,AW
1.7478488794008982,AW
-6.371287945051172,AW
-7.709117222860627,AW
-5.047478234545814,AW
0.11060101811752077,AW
-0.6044501780249902,AW
-2.4736393613345626,AW
6.0171424932496365,AW
-5.556616730004244,AW
-11.980031166895927,AW
0.1857327496575394,AW
2.0878485477445423,AW
2.406581878795656,AW
-8.685287481046618,AW
-6.327907643184478,AW
14.306819095598861,AW
-9.763231224270172,AW
4.036375842067933,AW
1.1525164023766692,AW
7.0746774813456454,AW
7.714330752135986,AW
6.646359223634256,AW
5.714106698305912,AW
2.3970048045208046,AW
4.08753399221024,AW
1.3235303503185065,AW
-1.5793752274940864,AW
-2.0505015829895186,AW
-4.2461488299347145,AW
-3.0437033526766726,AW
-6.648223850233563,AW
-3.9095468869630494,AW
-9.796818538113111,AW
-11.926413285826996,AW
4.011241665237961,AW
4.679936429012322,AW
2.2843790389529772,AW
1.2673144017382114,AW
-3.833152365653561,AW
4.181964060355746,AW
-0.7068567661741838,AW
6.534331423231762,AW
4.612723312860766,AW
-2.276528524619252,AW
5.6571148571091925,AW
-8.401283067588828,AW
-17.830611903303563,AW
-7.9378166244861745,AW
-3.9248070164433955,AW
-0.9050505675737313,AW
-3.967244634209756,AW
2.1157449275961895,AW
5.633858898074003,AW
6.142946706377529,AW
-9.726962931423532,AW
-7.259994344031902,AW
3.8083368959954313,AW
-6.547368537065218,AW
-6.383796509739266,AW
-1.9341352159936207,AW
-5.607496208669641,AW
-4.392241578374616,AW
-0.11224275629694347,AW
-0.684701705528262,AW
-6.077869237871472,AW
1.532878245056402,AW
-2.1885677364109206,AW
1.6600282561629953,AW
2.8208653729584867,AW
1.3797255004229996,AW
-0.42921646348442977,AW
-3.468304515753882,AW
-3.7921126523507347,AW
0.05514088216538937,AW
0.49018163231895073,AW
-5.8605756299142335,AW
-6.513749405093019,AW
-6.332616763137558,AW
-0.9810963536696846,AW
10.522399733111492,AW
1.8518626069537376,AW
5.321833994958524,AW
3.786880036641392,AW
1.5921892758319984,AW
13.574947331028547,AW
7.916064965242612,AW
-3.1079879529633985,AW
-0.7733631035242965,AW
2.2427259103485895,AW
-6.8369087731554465,AW
3.1111945052370125,AW
3.4614342116045975,AW
-0.6106610720219585,AW
-0.5780557224944545,AW
6.9884004825200385,AW
-1.429289560000445,AW
3.704584919150875,AW
2.180396827307142,AW
0.7941511557532372,AW
-4.851626847862892,AW
-0.7972969280070998,AW
-5.62605142215963,AW
-2.6644523742087785,AW
-5.333480367706812,AW
-3.671355996459624e-05,AW
2.321192962627336,AW
-0.6343986816091416,AW
-3.5836790562466305,AW
-1.54811038414784,AW
0.6441900935176932,AW
7.50683163178806,AW
9.944088324885328,AW
6.850491631624145,AW
8.961118426039896,AW
2.1526370501775105,AW
-0.2548315659695035,AW
11.004871564004041,AW
5.547054494778237,AW
0.38958121197183004,AW
-0.14371805442822705,AW
10.730053574168345,AW
1.455350498124595,AW
-0.06027638386339618,AW
2.7540861514022197,AW
5.131529140348611,AW
-1.985340848364558,AW
-1.0984041079507847,AW
6.090964227339299,AW
5.3763513603597275,AW
-3.7091970454560013,AW
-1.0479632712751439,AW
1.909054009023933,AW
11.590710122477688,AW
6.106616104213195,AW
10.200463712872676,AW
4.755532904912791,AW
-12.0981550987518,AW
-8.425837812879244,AW
-11.230164444050434,AW
-5.444557750931498,AW
-4.028746039504014,AW
-11.117194454451948,AW
-8.720787178607178,AW
-7.831655624582922,AW
11.01940357082708,AW
3.3038832059388596,AW
1.386144543389392,AW
10.06496949821598,AW
-1.082668978299452,AW
4.645330395158794,AW
-6.223214252161647,AW
-2.180594789514984,AW
-7.832072537964095,AW
2.413132265515692,AW
1.3013049451884129,AW
-0.8573432739994189,AW
-6.732630794379418,AW
-1.5216834380294486,AW
-12.999938987708983,AW
-2.0256851697533875,AW
-12.047378570372516,AW
3.087461337641706,AW
6.023257543487546,AW
-0.3112352144434709,AW
-4.307927280079618,AW
-1.4310136680269494,AW
-5.065042547079678,AW
-1.5098399580926696,AW
-9.973169037656056,AW
2.7876649412922134,AW
-7.926101712188768,AW
1.301797871404439,AW
1.6565785415759322,AW
2.3432558975496036,AW
-1.0654843760633312,AW
-5.433822830110291,AW
0.3811448520864218,AW
0.9728999797568605,AW
1.9295936872956645,AW
12.179640214027913,AW
0.1394260922655235,AW
8.013341008649533,AW
3.49585222206489,AW
6.674980492517655,AW
5.136381384349228,AW
-3.832764415137511,AW
-7.190710859362937,AW
-13.689404086956074,AW
-9.274279709427848,AW
-8.03556516538709,AW
-6.110710474571398,AW
-13.937348276952221,AW
-10.55613260353525,AW
3.037106781473341,AW
1.5402258168069167,AW
7.444745712627451,AW
3.2369339952872025,AW
9.549824746347454,AW
-10.234172681852439,AW
-3.3805309996730486,AW
-7.80021123907791,AW
-1.2480153434953678,AW
-4.571836443282024,AW
-0.7627562234541614,AW
3.994118004584557,AW
3.3682398786461647,AW
5.6318502338937435,AW
6.258074603876466,AW
7.419171980775808,AW
6.635180185393224,AW
8.923014596693342,AW
6.39594238317563,AW
7.763329473977663,AW
10.030546875757466,AW
8.148971326257207,AW
17.816061584738087,AW
20.47543440575663,AW
11.716860720652328,AW
5.076209049073672,AW
5.6854225748313425,AW
-0.12736401946376574,AW
0.06253697521639978,AW
-11.523021385288684,AW
-7.564227208961139,AW
-12.79236740579659,AW
-5.7387642642508085,AW
-4.583660759815623,AW
-6.255133358384745,AW
2.1718581551586063,AW
2.8261680888325866,AW
-2.759110417381261,AW
2.7535543033200027,AW
-2.79385495493874,AW
-12.55503068408481,AW
-7.079556242433535,AW
-6.613177084390586,AW
-11.698060764678873,AW
-13.222972759324918,AW
-8.673367296910993,AW
2.8685594810386363,AW
-2.276209948814211,AW
-6.333708133090511,AW
-0.5273601332009736,AW
10.021415291232966,AW
5.092330532748608,AW
3.7150518570729396,AW
4.117762952578623,AW
3.225570019583344,AW
11.508906961179953,AW
4.682148655196016,AW
2.5026305370710418,AW
20.570242241795697,AW
6.6777374535828,AW
-0.38816695768952236,AW
-4.094931325259534,AW
-4.0117058369496466,AW
-4.406466331895091,AW
0.7068802411177124,AW
-3.4289551764155313,AW
-6.212803516457974,AW
-0.7842174249649467,AW
3.2761284020977044,AW
8.0447597880494,AW
17.20255368462962,AW
15.331000698736098,AW
11.808013197422198,AW
-4.696202144072268,AW
-2.0226667030594854,AW
17.323939488196253,AW
6.524297547168642,AW
-8.154892216050445,AW
-4.808625969890205,AW
-4.489910354157736,AW
-10.955085082921478,AW
-11.158696312533232,AW
-7.648522689315638,AW
-4.361325276507275,AW
-4.6697826993819875,AW
-8.130912017822642,AW
-7.53608614046413,AW
-2.4625672467265325,AW
-7.176306183361579,AW
4.2143737925755325,AW
-5.245339347097912,AW
-8.910847184536284,AW
-8.3918436802554,AW
-9.65534524896573,AW
-9.427890042408645,AW
-7.74684617647706,AW
-11.11084639100841,AW
-2.529422501400033,AW
-0.32193747399573347,AW
8.634087524513237,AW
-10.34482804715156,AW
2.6045441628070183,AW
0.09521188330726993,AW
11.143309345688902,AW
11.421515513330844,AW
1.2122546056230963,AW
-0.6396755752742287,AW
-0.12542070295388008,AW
8.728322234978885,AW
2.5581411774935088,AW
-8.388909588392147,AW
-11.059642131327227,AW
1.6998173071087272,AW
5.638097392615233,AW
4.34294832790874,AW
6.236705176682523,AW
2.923554156929402,AW
2.5891132138903323,AW
5.652524175834561,AW
2.720863791719502,AW
3.0452885547791393,AW
3.2279983850120537,AW
1.378932980649564,AW
4.121152616505681,AW
3.4940508486456583,AW
-2.246137367631743,AW
1.921353453472257,AW
-0.5229671152201796,AW
3.0546647900240966,AW
8.834182558919387,AW
5.335238106153282,AW
9.912473336706316,AW
6.703287778114852,AW
9.128452348171345,AW
2.7454498809170094,AW
4.454001961403074,AW
-5.047112628398214,AW
0.6469031835006174,AW
-9.297206545266432,AW
-6.5968016072349736,AW
-5.651932897522096,AW
-7.746542203608862,AW
-4.851904668134447,AW
-1.1816448517922087,AW
-6.547455999383419,AW
-8.714539530344085,AW
-9.55585450924677,AW
4.7954851755278955,AW
2.49595333419294,AW
-5.106678899303976,AW
-3.720201614368296,AW
-3.1540793949118395,AW
3.434455842256682,AW
-1.7563485340669054,AW
1.1292887106520055,AW
7.805209391135037,AW
4.342256377397284,AW
-0.48406416163336274,AW
8.60335841963359,AW
7.630062124214085,AW
6.61725505480927,AW
6.3298536096890565,AW
2.775505151834345,AW
1.0046765458539682,AW
3.911741735547313,AW
2.4867735350144713,AW
-5.932387947343596,AW
-6.358227724816725,AW
-3.452162597944209,AW
-4.073803487988005,AW
-6.130834014826281,AW
6.4705686229685,AW
-4.825110119989585,AW
4.176216645186177,AW
-15.032802640817112,AW
-0.9117152489440841,AW
-1.0225272722730878,AW
-2.0794553693762623,AW
7.7017069793974855,AW
-2.3455247114835807,AW
7.462676843106252,AW
8.71145396494192,AW
-1.0118172146287243,AW
1.1331767004164135,AW
-12.959950456750754,AW
-11.444255110392778,AW
-8.119676444773084,AW
11.166617104330768,AW
4.469858201170641,AW
0.9473281785770666,AW
-1.791995723924689,AW
7.8122397123461695,AW
-14.52847446810636,AW
-4.151674287410319,AW
-4.74404979338501,AW
